,id,raw_text,vw_text
3609,doc_3609,pls come quick cant bare this,doc_3609 |@text pls:1 come:1 quick:1 cant:1 bare:1 this:1
3610,doc_3610,joy's father is john then john is the ____ of joy's father if u ans ths you hav  &lt;#&gt;  iq tis s ias question try to answer,doc_3610 |@text joy's:2 father:2 is:2 john:2 then:1 the:1 ____:1 of:1 if:1 u:1 ans:1 ths:1 you:1 hav:1 &lt;#&gt;:1 iq:1 tis:1 s:1 ias:1 question:1 try:1 to:1 answer:1
3611,doc_3611,call me i m unable to cal lets meet bhaskar and deep,doc_3611 |@text call:1 me:1 i:1 m:1 unable:1 to:1 cal:1 lets:1 meet:1 bhaskar:1 and:1 deep:1
3612,doc_3612,no ill meet you in the library,doc_3612 |@text no:1 ill:1 meet:1 you:1 in:1 the:1 library:1
3613,doc_3613,k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra i'll tell you when they know for sure,doc_3613 |@text k:1 my:1 roommate:1 also:2 wants:1 a:1 dubsack:1 and:1 another:1 friend:1 may:1 want:1 some:1 so:1 plan:1 on:1 bringing:1 extra:1 i'll:1 tell:1 you:1 when:1 they:1 know:1 for:1 sure:1
3614,doc_3614,depends on individual lor e hair dresser say pretty but my parents say look gong u kaypoh i also dunno wat she collecting,doc_3614 |@text depends:1 on:1 individual:1 lor:1 e:1 hair:1 dresser:1 say:2 pretty:1 but:1 my:1 parents:1 look:1 gong:1 u:1 kaypoh:1 i:1 also:1 dunno:1 wat:1 she:1 collecting:1
3615,doc_3615,ok c ü then,doc_3615 |@text ok:1 c:1 ü:1 then:1
3616,doc_3616,i enjoy watching and playing football and basketball anything outdoors and you?,doc_3616 |@text i:1 enjoy:1 watching:1 and:3 playing:1 football:1 basketball:1 anything:1 outdoors:1 you?:1
3617,doc_3617,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb,doc_3617 |@text can:1 you:1 please:1 ask:1 macho:1 what:1 his:1 price:1 range:1 is:1 does:1 he:2 want:1 something:1 new:1 or:2 used:1 plus:1 it:1 only:1 interfued:1 in:1 the:1 blackberry:1 bold:1 &lt;#&gt;:1 any:1 bb:1
3618,doc_3618,sorry sent blank msg again yup but trying 2 do some serious studying now,doc_3618 |@text sorry:1 sent:1 blank:1 msg:1 again:1 yup:1 but:1 trying:1 2:1 do:1 some:1 serious:1 studying:1 now:1
3619,doc_3619,hey check it da i have listed da,doc_3619 |@text hey:1 check:1 it:1 da:2 i:1 have:1 listed:1
3620,doc_3620,8007 25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity ,doc_3620 |@text 8007:2 25p:1 4:1 alfie:1 moon's:1 children:1 in:1 need:1 song:1 on:1 ur:2 mob:1 tell:1 m8s:1 txt:1 tone:1 charity:3 to:1 for:2 nokias:1 or:1 poly:1 polys:1 zed:1 08701417012:1 profit:1 2:1
3621,doc_3621,i meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,doc_3621 |@text i:1 meant:1 as:1 an:1 apology:1 from:1 me:2 for:1 texting:1 you:1 to:1 get:1 drugs:1 at:2 &lt;#&gt;:1 night:1
3622,doc_3622,that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem,doc_3622 |@text that:1 means:1 from:2 february:1 to:3 april:1 i'll:1 be:1 getting:1 a:1 place:1 stay:1 down:1 there:1 so:1 i:2 don't:1 have:2 hustle:1 back:1 and:1 forth:1 during:1 audition:1 season:1 as:1 since:1 my:1 sister:1 moved:1 away:1 harlem:1
3623,doc_3623,goin to workout lor muz lose e fats ,doc_3623 |@text goin:1 to:1 workout:1 lor:1 muz:1 lose:1 e:1 fats:1
3624,doc_3624,damn poor zac doesn't stand a chance,doc_3624 |@text damn:1 poor:1 zac:1 doesn't:1 stand:1 a:1 chance:1
3625,doc_3625,no messageno responcewhat happend?,doc_3625 |@text no:1 messageno:1 responcewhat:1 happend?:1
3626,doc_3626,i want to tel u one thing u should not mistake me k this is the message that you sent),doc_3626 |@text i:1 want:1 to:1 tel:1 u:2 one:1 thing:1 should:1 not:1 mistake:1 me:1 k:1 this:1 is:1 the:1 message:1 that:1 you:1 sent):1
3627,doc_3627,yeah right! i'll bring my tape measure fri!,doc_3627 |@text yeah:1 right!:1 i'll:1 bring:1 my:1 tape:1 measure:1 fri!:1
3628,doc_3628,still chance there if you search hard you will get itlet have a try ),doc_3628 |@text still:1 chance:1 there:1 if:1 you:2 search:1 hard:1 will:1 get:1 itlet:1 have:1 a:1 try:1 ):1
3629,doc_3629,meeting u is my work   tel me when shall i do my work tomorrow,doc_3629 |@text meeting:1 u:1 is:1 my:2 work:2 tel:1 me:1 when:1 shall:1 i:1 do:1 tomorrow:1
3630,doc_3630,should i head straight there or what,doc_3630 |@text should:1 i:1 head:1 straight:1 there:1 or:1 what:1
3631,doc_3631,get the official england poly ringtone or colour flag on yer mobile for tonights game! text tone or flag to 84199 optout txt eng stop box39822 w111wx £150,doc_3631 |@text get:1 the:1 official:1 england:1 poly:1 ringtone:1 or:2 colour:1 flag:2 on:1 yer:1 mobile:1 for:1 tonights:1 game!:1 text:1 tone:1 to:1 84199:1 optout:1 txt:1 eng:1 stop:1 box39822:1 w111wx:1 £150:1
3632,doc_3632,thank you princess! you are so sexy,doc_3632 |@text thank:1 you:2 princess!:1 are:1 so:1 sexy:1
3633,doc_3633,oooh i got plenty of those!,doc_3633 |@text oooh:1 i:1 got:1 plenty:1 of:1 those!:1
3634,doc_3634,hui xin is in da lib,doc_3634 |@text hui:1 xin:1 is:1 in:1 da:1 lib:1
3635,doc_3635,its a big difference  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,doc_3635 |@text its:1 a:1 big:1 difference:1 &lt;#&gt;:3 versus:1 every:1 hrs:1
3636,doc_3636,it's not that you make me cry it's just that when all our stuff happens on top of everything else it pushes me over the edge you don't underdtand how often i cry over my sorry sorry life,doc_3636 |@text it's:2 not:1 that:2 you:2 make:1 me:2 cry:2 just:1 when:1 all:1 our:1 stuff:1 happens:1 on:1 top:1 of:1 everything:1 else:1 it:1 pushes:1 over:2 the:1 edge:1 don't:1 underdtand:1 how:1 often:1 i:1 my:1 sorry:2 life:1
3637,doc_3637,"""me 2 babe i feel the same lets just 4get about it+both try +cheer up+not fit soo muchxxlove u locaxx""","doc_3637 |@text ""me:1 2:1 babe:1 i:1 feel:1 the:1 same:1 lets:1 just:1 4get:1 about:1 it+both:1 try:1 +cheer:1 up+not:1 fit:1 soo:1 muchxxlove:1 u:1 locaxx"":1"
3638,doc_3638,you know what hook up means right?,doc_3638 |@text you:1 know:1 what:1 hook:1 up:1 means:1 right?:1
3639,doc_3639,customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07090298926 to re-schedule ref9307622,doc_3639 |@text customer:1 service:1 announcement:1 we:1 recently:1 tried:1 to:4 make:1 a:1 delivery:1 you:1 but:1 were:1 unable:1 do:1 so:1 please:1 call:1 07090298926:1 re-schedule:1 ref9307622:1
3640,doc_3640,wat's da model num of ur phone?,doc_3640 |@text wat's:1 da:1 model:1 num:1 of:1 ur:1 phone?:1
3641,doc_3641,he's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,doc_3641 |@text he's:1 really:1 into:1 skateboarding:1 now:1 despite:1 the:1 fact:1 that:1 he:1 gets:1 thrown:1 off:1 of:1 it:1 and:2 winds:1 up:1 with:1 bandages:1 shit:1 all:1 over:1 his:1 arms:1 every:1 five:1 minutes:1
3642,doc_3642,"you can stop further club tones by replying ""stop mix"" see my-tonecom/enjoy html for terms club tones cost gbp450/week mfl po box 1146 mk45 2wt (2/3)","doc_3642 |@text you:1 can:1 stop:1 further:1 club:2 tones:2 by:1 replying:1 ""stop:1 mix"":1 see:1 my-tonecom/enjoy:1 html:1 for:1 terms:1 cost:1 gbp450/week:1 mfl:1 po:1 box:1 1146:1 mk45:1 2wt:1 (2/3):1"
3643,doc_3643,my house here e sky quite dark liao if raining then got excuse not 2 run already rite hee,doc_3643 |@text my:1 house:1 here:1 e:1 sky:1 quite:1 dark:1 liao:1 if:1 raining:1 then:1 got:1 excuse:1 not:1 2:1 run:1 already:1 rite:1 hee:1
3644,doc_3644,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop it's a date,doc_3644 |@text sorry:1 left:1 phone:1 upstairs:1 ok:1 might:1 be:2 hectic:1 but:1 would:1 all:1 my:1 birds:1 with:1 one:1 fell:1 swoop:1 it's:1 a:1 date:1
3645,doc_3645,* thought i didn't see you,doc_3645 |@text *:1 thought:1 i:1 didn't:1 see:1 you:1
3646,doc_3646,wamma get laid?want real doggin locations sent direct to your mobile? join the uks largest dogging network txt dogs to 69696 now!nyt ec2a 3lp £150/msg,doc_3646 |@text wamma:1 get:1 laid?want:1 real:1 doggin:1 locations:1 sent:1 direct:1 to:2 your:1 mobile?:1 join:1 the:1 uks:1 largest:1 dogging:1 network:1 txt:1 dogs:1 69696:1 now!nyt:1 ec2a:1 3lp:1 £150/msg:1
3647,doc_3647,carlos says we can pick up from him later so yeah we're set,doc_3647 |@text carlos:1 says:1 we:1 can:1 pick:1 up:1 from:1 him:1 later:1 so:1 yeah:1 we're:1 set:1
3648,doc_3648,hey babe my friend had to cancel still up for a visit ?,doc_3648 |@text hey:1 babe:1 my:1 friend:1 had:1 to:1 cancel:1 still:1 up:1 for:1 a:1 visit:1 ?:1
3649,doc_3649,as per your request 'maangalyam (alaipayuthe)' has been set as your callertune for all callers press *9 to copy your friends callertune,doc_3649 |@text as:2 per:1 your:3 request:1 'maangalyam:1 (alaipayuthe)':1 has:1 been:1 set:1 callertune:2 for:1 all:1 callers:1 press:1 *9:1 to:1 copy:1 friends:1
3650,doc_3650,hmm ill have to think about it ok you're forgiven! =d,doc_3650 |@text hmm:1 ill:1 have:1 to:1 think:1 about:1 it:1 ok:1 you're:1 forgiven!:1 =d:1
3651,doc_3651,we are hoping to get away by 7 from langport you still up for town tonight?,doc_3651 |@text we:1 are:1 hoping:1 to:1 get:1 away:1 by:1 7:1 from:1 langport:1 you:1 still:1 up:1 for:1 town:1 tonight?:1
3652,doc_3652,want to send me a virtual hug? i need one,doc_3652 |@text want:1 to:1 send:1 me:1 a:1 virtual:1 hug?:1 i:1 need:1 one:1
3653,doc_3653,probably not still going over some stuff here,doc_3653 |@text probably:1 not:1 still:1 going:1 over:1 some:1 stuff:1 here:1
3654,doc_3654,it has issues right now ill fix for her by tomorrow,doc_3654 |@text it:1 has:1 issues:1 right:1 now:1 ill:1 fix:1 for:1 her:1 by:1 tomorrow:1
3655,doc_3655,why i come in between you people,doc_3655 |@text why:1 i:1 come:1 in:1 between:1 you:1 people:1
3656,doc_3656,senthil group company apnt 5pm,doc_3656 |@text senthil:1 group:1 company:1 apnt:1 5pm:1
3657,doc_3657,oh really?? did you make it on air? what's your talent?,doc_3657 |@text oh:1 really??:1 did:1 you:1 make:1 it:1 on:1 air?:1 what's:1 your:1 talent?:1
3658,doc_3658,studying but ill be free next weekend,doc_3658 |@text studying:1 but:1 ill:1 be:1 free:1 next:1 weekend:1
3659,doc_3659,r u here yet? i'm wearing blue shirt n black pants,doc_3659 |@text r:1 u:1 here:1 yet?:1 i'm:1 wearing:1 blue:1 shirt:1 n:1 black:1 pants:1
3660,doc_3660,waiti will come out &lt;#&gt;  min),doc_3660 |@text waiti:1 will:1 come:1 out:1 &lt;#&gt;:1 min):1
3661,doc_3661,i will reach ur home in  &lt;#&gt;  minutes,doc_3661 |@text i:1 will:1 reach:1 ur:1 home:1 in:1 &lt;#&gt;:1 minutes:1
3662,doc_3662,well then you have a great weekend!,doc_3662 |@text well:1 then:1 you:1 have:1 a:1 great:1 weekend!:1
3663,doc_3663,what are you doing in langport? sorry but i'll probably be in bed by 9pm it sucks being ill at xmas! when do you and go2sri lanka? ,doc_3663 |@text what:1 are:1 you:2 doing:1 in:2 langport?:1 sorry:1 but:1 i'll:1 probably:1 be:1 bed:1 by:1 9pm:1 it:1 sucks:1 being:1 ill:1 at:1 xmas!:1 when:1 do:1 and:1 go2sri:1 lanka?:1
3664,doc_3664,"frnd s not juz a wordnot merely a relationshipits a silent promise which says  "" i will be with you "" wherevr whenevr forevr gudnyt dear","doc_3664 |@text frnd:1 s:1 not:1 juz:1 a:3 wordnot:1 merely:1 relationshipits:1 silent:1 promise:1 which:1 says:1 "":2 i:1 will:1 be:1 with:1 you:1 wherevr:1 whenevr:1 forevr:1 gudnyt:1 dear:1"
3665,doc_3665,huh? 6 also cannot? then only how many mistakes?,doc_3665 |@text huh?:1 6:1 also:1 cannot?:1 then:1 only:1 how:1 many:1 mistakes?:1
3666,doc_3666,ha u jus ate honey ar? so sweet,doc_3666 |@text ha:1 u:1 jus:1 ate:1 honey:1 ar?:1 so:1 sweet:1
3667,doc_3667,i'm turning off my phone my moms telling everyone i have cancer and my sister won't stop calling it hurts to talk can't put up with it see u when u get home love u,doc_3667 |@text i'm:1 turning:1 off:1 my:3 phone:1 moms:1 telling:1 everyone:1 i:1 have:1 cancer:1 and:1 sister:1 won't:1 stop:1 calling:1 it:2 hurts:1 to:1 talk:1 can't:1 put:1 up:1 with:1 see:1 u:3 when:1 get:1 home:1 love:1
3668,doc_3668,honey ? sweetheart ? darling ? sexy buns ? sugar plum ? loverboy ? i miss you boytoy  *smacks your ass* did you go to the gym too ?,doc_3668 |@text honey:1 ?:7 sweetheart:1 darling:1 sexy:1 buns:1 sugar:1 plum:1 loverboy:1 i:1 miss:1 you:2 boytoy:1 *smacks:1 your:1 ass*:1 did:1 go:1 to:1 the:1 gym:1 too:1
3669,doc_3669,thanks for loving me so you rock,doc_3669 |@text thanks:1 for:1 loving:1 me:1 so:1 you:1 rock:1
3670,doc_3670,yeah imma come over cause jay wants to do some drugs,doc_3670 |@text yeah:1 imma:1 come:1 over:1 cause:1 jay:1 wants:1 to:1 do:1 some:1 drugs:1
3671,doc_3671,ok thanx take care then,doc_3671 |@text ok:1 thanx:1 take:1 care:1 then:1
3672,doc_3672,yup thk of u oso boring wat,doc_3672 |@text yup:1 thk:1 of:1 u:1 oso:1 boring:1 wat:1
3673,doc_3673, came to look at the flat seems ok in his 50s? * is away alot wiv work got woman coming at 630 too,doc_3673 |@text came:1 to:1 look:1 at:2 the:1 flat:1 seems:1 ok:1 in:1 his:1 50s?:1 *:1 is:1 away:1 alot:1 wiv:1 work:1 got:1 woman:1 coming:1 630:1 too:1
3674,doc_3674,moji just informed me that you saved our lives thanks,doc_3674 |@text moji:1 just:1 informed:1 me:1 that:1 you:1 saved:1 our:1 lives:1 thanks:1
3675,doc_3675,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hg/suite342/2lands row/w1jhl 16+,doc_3675 |@text you:3 have:1 won:1 a:1 nokia:2 7250i:1 this:1 is:1 what:1 get:1 when:1 win:1 our:1 free:1 auction:1 to:2 take:1 part:1 send:1 86021:1 now:1 hg/suite342/2lands:1 row/w1jhl:1 16+:1
3676,doc_3676,whos this am in class-),doc_3676 |@text whos:1 this:1 am:1 in:1 class-):1
3677,doc_3677,hey r ü still online? i've finished the formatting,doc_3677 |@text hey:1 r:1 ü:1 still:1 online?:1 i've:1 finished:1 the:1 formatting:1
3678,doc_3678,great! so what attracts you to the brothas?,doc_3678 |@text great!:1 so:1 what:1 attracts:1 you:1 to:1 the:1 brothas?:1
3679,doc_3679,promotion number 8714714 - ur awarded a city break and could win a £200 summer shopping spree every wk txt store to 88039  skilgme tscs087147403231winawk!age16 £150perwksub,doc_3679 |@text promotion:1 number:1 8714714:1 -:1 ur:1 awarded:1 a:2 city:1 break:1 and:1 could:1 win:1 £200:1 summer:1 shopping:1 spree:1 every:1 wk:1 txt:1 store:1 to:1 88039:1 skilgme:1 tscs087147403231winawk!age16:1 £150perwksub:1
3680,doc_3680,stupidits not possible,doc_3680 |@text stupidits:1 not:1 possible:1
3681,doc_3681,i cant pick the phone right now pls send a message,doc_3681 |@text i:1 cant:1 pick:1 the:1 phone:1 right:1 now:1 pls:1 send:1 a:1 message:1
3682,doc_3682,lol what happens in vegas stays in vegas,doc_3682 |@text lol:1 what:1 happens:1 in:2 vegas:2 stays:1
3683,doc_3683,hello hello hi lou sorry it took so long 2 reply- i left mobile at friends in lancaster just got it bak neway im sorry i couldnt make ur bday 2 hun!,doc_3683 |@text hello:2 hi:1 lou:1 sorry:2 it:2 took:1 so:1 long:1 2:2 reply-:1 i:2 left:1 mobile:1 at:1 friends:1 in:1 lancaster:1 just:1 got:1 bak:1 neway:1 im:1 couldnt:1 make:1 ur:1 bday:1 hun!:1
3684,doc_3684,when did i use soc i use it only at home ü dunno how 2 type it in word ar,doc_3684 |@text when:1 did:1 i:2 use:2 soc:1 it:2 only:1 at:1 home:1 ü:1 dunno:1 how:1 2:1 type:1 in:1 word:1 ar:1
3685,doc_3685,dad says hurry the hell up,doc_3685 |@text dad:1 says:1 hurry:1 the:1 hell:1 up:1
3686,doc_3686,wake me up at  &lt;#&gt;  am morning),doc_3686 |@text wake:1 me:1 up:1 at:1 &lt;#&gt;:1 am:1 morning):1
3687,doc_3687,i get out of class in bsn in like  &lt;#&gt;  minutes you know where advising is?,doc_3687 |@text i:1 get:1 out:1 of:1 class:1 in:2 bsn:1 like:1 &lt;#&gt;:1 minutes:1 you:1 know:1 where:1 advising:1 is?:1
3688,doc_3688,great! i shoot big loads so get ready!,doc_3688 |@text great!:1 i:1 shoot:1 big:1 loads:1 so:1 get:1 ready!:1
3689,doc_3689,i'll meet you in the lobby,doc_3689 |@text i'll:1 meet:1 you:1 in:1 the:1 lobby:1
3690,doc_3690,you still coming tonight?,doc_3690 |@text you:1 still:1 coming:1 tonight?:1
3691,doc_3691,what happen dear tell me,doc_3691 |@text what:1 happen:1 dear:1 tell:1 me:1
3692,doc_3692,sir i am waiting for your call once free please call me,doc_3692 |@text sir:1 i:1 am:1 waiting:1 for:1 your:1 call:2 once:1 free:1 please:1 me:1
3693,doc_3693,no i am not having not any movies in my laptop,doc_3693 |@text no:1 i:1 am:1 not:2 having:1 any:1 movies:1 in:1 my:1 laptop:1
3694,doc_3694,i was about to do it when i texted i finished a long time ago and showered and er'ything!,doc_3694 |@text i:3 was:1 about:1 to:1 do:1 it:1 when:1 texted:1 finished:1 a:1 long:1 time:1 ago:1 and:2 showered:1 er'ything!:1
3695,doc_3695,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! love me xxx,doc_3695 |@text ok:1 im:1 not:1 sure:1 what:1 time:1 i:2 finish:1 tomorrow:1 but:1 wanna:1 spend:1 the:1 evening:1 with:1 you:1 cos:1 that:1 would:1 be:1 vewy:2 lubly!:1 love:1 me:1 xxx:1
3696,doc_3696,hello as per request from  &lt;#&gt;  rs5 has been transfered to you,doc_3696 |@text hello:1 as:1 per:1 request:1 from:1 &lt;#&gt;:1 rs5:1 has:1 been:1 transfered:1 to:1 you:1
3697,doc_3697,i am in tirupur  call you da,doc_3697 |@text i:1 am:1 in:1 tirupur:1 call:1 you:1 da:1
3698,doc_3698,you are a winner you have been specially selected to receive £1000 cash or a £2000 award speak to a live operator to claim call 087147123779am-7pm cost 10p,doc_3698 |@text you:2 are:1 a:3 winner:1 have:1 been:1 specially:1 selected:1 to:3 receive:1 £1000:1 cash:1 or:1 £2000:1 award:1 speak:1 live:1 operator:1 claim:1 call:1 087147123779am-7pm:1 cost:1 10p:1
3699,doc_3699,s)but he had some luck2 catches put down),doc_3699 |@text s)but:1 he:1 had:1 some:1 luck2:1 catches:1 put:1 down):1
3700,doc_3700,how i noe did ü specify da domain as nusstu ü still in sch,doc_3700 |@text how:1 i:1 noe:1 did:1 ü:2 specify:1 da:1 domain:1 as:1 nusstu:1 still:1 in:1 sch:1
3701,doc_3701,ohi asked for fun hahatake care ü,doc_3701 |@text ohi:1 asked:1 for:1 fun:1 hahatake:1 care:1 ü:1
3702,doc_3702,shall i get my pouch?,doc_3702 |@text shall:1 i:1 get:1 my:1 pouch?:1
3703,doc_3703,hey loverboy! i love you !! i had to tell  i look at your picture and ache to feel you between my legs  fuck i want you  i need you  i crave you ,doc_3703 |@text hey:1 loverboy!:1 i:6 love:1 you:5 !!:1 had:1 to:2 tell:1 look:1 at:1 your:1 picture:1 and:1 ache:1 feel:1 between:1 my:1 legs:1 fuck:1 want:1 need:1 crave:1
3704,doc_3704,how is my boy? no sweet words left for me this morning  *sighs*  how goes you day my love ? did you start your studying?,doc_3704 |@text how:2 is:1 my:2 boy?:1 no:1 sweet:1 words:1 left:1 for:1 me:1 this:1 morning:1 *sighs*:1 goes:1 you:2 day:1 love:1 ?:1 did:1 start:1 your:1 studying?:1
3705,doc_3705,kent vale lor ü wait 4 me there ar?,doc_3705 |@text kent:1 vale:1 lor:1 ü:1 wait:1 4:1 me:1 there:1 ar?:1
3706,doc_3706,ok very good its all about making that money,doc_3706 |@text ok:1 very:1 good:1 its:1 all:1 about:1 making:1 that:1 money:1
3707,doc_3707,reading gud habit nan bari hudgi yorge pataistha ertini kano-),doc_3707 |@text reading:1 gud:1 habit:1 nan:1 bari:1 hudgi:1 yorge:1 pataistha:1 ertini:1 kano-):1
3708,doc_3708,aight do you still want to get money,doc_3708 |@text aight:1 do:1 you:1 still:1 want:1 to:1 get:1 money:1
3709,doc_3709,free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870,doc_3709 |@text free:1 top:1 ringtone:1 -sub:1 to:2 weekly:1 ringtone-get:1 1st:1 week:1 free-send:1 subpoly:1 81618-?3:1 per:1 week-stop:1 sms-08718727870:1
3710,doc_3710,okok okthenwhats ur todays plan,doc_3710 |@text okok:1 okthenwhats:1 ur:1 todays:1 plan:1
3711,doc_3711,are you in town? this is v important,doc_3711 |@text are:1 you:1 in:1 town?:1 this:1 is:1 v:1 important:1
3712,doc_3712,sorry pa i dont knw who ru pa?,doc_3712 |@text sorry:1 pa:1 i:1 dont:1 knw:1 who:1 ru:1 pa?:1
3713,doc_3713,wat u doing there?,doc_3713 |@text wat:1 u:1 doing:1 there?:1
3714,doc_3714,if i not meeting ü all rite then i'll go home lor if ü dun feel like comin it's ok,doc_3714 |@text if:2 i:1 not:1 meeting:1 ü:2 all:1 rite:1 then:1 i'll:1 go:1 home:1 lor:1 dun:1 feel:1 like:1 comin:1 it's:1 ok:1
3715,doc_3715,oh i will get paid the most outstanding one is for a commercial i did for hasbroin august! they made us jump through so many hoops to get paid still not,doc_3715 |@text oh:1 i:2 will:1 get:2 paid:2 the:1 most:1 outstanding:1 one:1 is:1 for:2 a:1 commercial:1 did:1 hasbroin:1 august!:1 they:1 made:1 us:1 jump:1 through:1 so:1 many:1 hoops:1 to:1 still:1 not:1
3716,doc_3716,i am lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye,doc_3716 |@text i:1 am:1 lateso:1 call:1 you:1 tomorrow:1 morningtake:1 care:1 sweet:1 dreamsu:1 and:1 meummifyingbye:1
3717,doc_3717,networking technical support associate,doc_3717 |@text networking:1 technical:1 support:1 associate:1
3718,doc_3718,i'm gonna rip out my uterus,doc_3718 |@text i'm:1 gonna:1 rip:1 out:1 my:1 uterus:1
3719,doc_3719,cool do you like swimming? i have a pool and jacuzzi at my house,doc_3719 |@text cool:1 do:1 you:1 like:1 swimming?:1 i:1 have:1 a:1 pool:1 and:1 jacuzzi:1 at:1 my:1 house:1
3720,doc_3720,thanks for your ringtone order reference number x49 your mobile will be charged 450 should your tone not arrive please call customer services 09065989182 from [colour=red]text[/colour]txtstar,doc_3720 |@text thanks:1 for:1 your:3 ringtone:1 order:1 reference:1 number:1 x49:1 mobile:1 will:1 be:1 charged:1 450:1 should:1 tone:1 not:1 arrive:1 please:1 call:1 customer:1 services:1 09065989182:1 from:1 [colour=red]text[/colour]txtstar:1
3721,doc_3721,yeah why not is the gang all ready,doc_3721 |@text yeah:1 why:1 not:1 is:1 the:1 gang:1 all:1 ready:1
3722,doc_3722,blank is blank but wat is blank? lol,doc_3722 |@text blank:2 is:2 but:1 wat:1 blank?:1 lol:1
3723,doc_3723,i'm in a movie collect car oredi,doc_3723 |@text i'm:1 in:1 a:1 movie:1 collect:1 car:1 oredi:1
3724,doc_3724,we left already we at orchard now,doc_3724 |@text we:2 left:1 already:1 at:1 orchard:1 now:1
3725,doc_3725,hi there 2nights ur lucky night! uve been invited 2 xchat the uks wildest chat! txt chat to 86688 now! 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs,doc_3725 |@text hi:1 there:1 2nights:1 ur:1 lucky:1 night!:1 uve:1 been:1 invited:1 2:1 xchat:1 the:1 uks:1 wildest:1 chat!:1 txt:1 chat:1 to:1 86688:1 now!:1 150p/msgrcvdhg/suite342/2lands/row/w1j6hl:1 ldn:1 18yrs:1
3726,doc_3726,nothing splwat abt u and whr ru?,doc_3726 |@text nothing:1 splwat:1 abt:1 u:1 and:1 whr:1 ru?:1
3727,doc_3727,no chikku nt yet ya i'm free,doc_3727 |@text no:1 chikku:1 nt:1 yet:1 ya:1 i'm:1 free:1
3728,doc_3728,aldrine rakhesh ex rtm herepls callurgent,doc_3728 |@text aldrine:1 rakhesh:1 ex:1 rtm:1 herepls:1 callurgent:1
3729,doc_3729,the search 4 happiness is 1 of d main sources of unhappiness! accept life the way it comes! u will find happiness in every moment u live,doc_3729 |@text the:2 search:1 4:1 happiness:2 is:1 1:1 of:2 d:1 main:1 sources:1 unhappiness!:1 accept:1 life:1 way:1 it:1 comes!:1 u:2 will:1 find:1 in:1 every:1 moment:1 live:1
3730,doc_3730,i'm at home please call,doc_3730 |@text i'm:1 at:1 home:1 please:1 call:1
3731,doc_3731,i guess you could be as good an excuse as any lol,doc_3731 |@text i:1 guess:1 you:1 could:1 be:1 as:2 good:1 an:1 excuse:1 any:1 lol:1
3732,doc_3732,isn't frnd a necesity in life? imagine urself witout a frnd hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live i jst did it takecare) goodmorning,doc_3732 |@text isn't:1 frnd:2 a:2 necesity:1 in:1 life?:1 imagine:1 urself:1 witout:1 hw'd:1 u:3 feel:1 at:1 ur:2 colleg?:1 wat'll:1 do:1 wth:1 cell?:1 wat:1 abt:2 functions?:1 thnk:1 events:1 espe'll:1 cared:1 missed:1 &amp;:1 irritated:1 u?:1 4wrd:1 it:2 to:1 all:1 those:1 dear-loving:1 frnds:1 wthout:1 whom:1 cant:1 live:1 i:1 jst:1 did:1 takecare):1 goodmorning:1
3733,doc_3733,gud mrng dear hav a nice day,doc_3733 |@text gud:1 mrng:1 dear:1 hav:1 a:1 nice:1 day:1
3734,doc_3734,old orchard near univ how about you?,doc_3734 |@text old:1 orchard:1 near:1 univ:1 how:1 about:1 you?:1
3735,doc_3735,4 tacos + 1 rajas burrito right?,doc_3735 |@text 4:1 tacos:1 +:1 1:1 rajas:1 burrito:1 right?:1
3736,doc_3736,it‘s £6 to get in is that ok?,doc_3736 |@text it‘s:1 £6:1 to:1 get:1 in:1 is:1 that:1 ok?:1
3737,doc_3737,hows the street where the end of library walk is?,doc_3737 |@text hows:1 the:2 street:1 where:1 end:1 of:1 library:1 walk:1 is?:1
